variable,importance
TOWNNO,0.06225151135559066
TRACT,0.05729535428353576
LON,0.05691411143183923
LAT,0.06007298077446762
CRIM,0.059855127716355316
ZN,0.058820325690321876
INDUS,0.06072653994880453
CHAS,0.05822122978051304
NOX,0.05751320734164806
RM,0.056260552257502316
AGE,0.0583301563095692
DIS,0.05756767060617613
RAD,0.05745874407711998
TAX,0.058439082838625346
PTRATIO,0.06230597462011873
B,0.06007298077446762
LSTAT,0.05789445019334459
